total_loss,mse_loss,kl_loss,sparse_loss
3.4273930191993713,0.9694383293390274,2.3380714089920125,0.11988332122564316
3.4182039896647134,0.9508452316125234,2.344973341872295,0.1223854348063469
3.4138829906781516,0.9517251551151276,2.3426268895467124,0.11953097954392433
3.4032497008641562,0.9027292927106222,2.3800708539783955,0.12044952064752579
3.394646942615509,0.8564906617005666,2.41599060036242,0.12216566130518913
3.39259926478068,0.8594811310370764,2.4117545758684478,0.12136356408397357
3.382403254508972,0.8095864107211431,2.451050275315841,0.12176661938428879
3.3801093101501465,0.8008897999922434,2.4571397192776203,0.12207980702320735
3.3757194677988687,0.7998771369457245,2.454063187042872,0.12177917795876662
3.369388163089752,0.775221437215805,2.472835006813208,0.121331587433815
3.364281256993612,0.7521088123321533,2.4897942915558815,0.12237817731996377
3.3615587949752808,0.7527031401793162,2.4862986455361047,0.12255700305104256
3.3586694796880088,0.7402974416812261,2.495160465439161,0.12321162223815918
3.3550901412963867,0.7265182981888453,2.505307806034883,0.12326402651766936
3.352842311064402,0.7282938957214355,2.5014445446431637,0.12310391167799632
3.349458694458008,0.7234097917874655,2.503050190707048,0.12299875915050507
3.345853845278422,0.7074901461601257,2.5150573924183846,0.1233062781393528
3.3439908226331077,0.7081191887458166,2.512525254239639,0.12334634612003963
3.3412304520606995,0.7064798722664515,2.5107879526913166,0.1239626407623291
3.3329205910364785,0.6849823842446009,2.5231257838507495,0.12481239624321461
3.3347877860069275,0.6861973851919174,2.522590314348539,0.1260000467300415
3.329148848851522,0.6813836942116419,2.5215599574148655,0.12620510160923004
3.325637102127075,0.6695795406897863,2.52878670891126,0.12727085004250208
3.3262151082356772,0.6680188030004501,2.5298990371326604,0.1282972643772761
3.3194080789883933,0.6583281805117925,2.5323715234796205,0.12870846688747406
3.315826098124186,0.6498540639877319,2.536327749490738,0.12964431568980217
3.3138547539711,0.6453230877717336,2.538053724914789,0.1304779276251793
3.3070154190063477,0.6326722651720047,2.543413466463486,0.13092981278896332
3.302244782447815,0.6156186163425446,2.5536484668652215,0.13297778367996216
3.3000396490097046,0.6070195436477661,2.5582077614963055,0.13481230537096658
3.2965014576911926,0.5972503473361334,2.5641006529331207,0.13515043258666992
3.290847440560659,0.5755697240432104,2.580155665675799,0.13512207195162773
3.291444957256317,0.5743993123372396,2.5814616605639458,0.13558399925629297
3.2840171655019126,0.5702734092871348,2.5780435452858605,0.13570015132427216
3.2822017272313437,0.5675227095683416,2.5791692112882934,0.1355098287264506
3.279357453187307,0.5665598958730698,2.5775035669406257,0.13529397919774055
3.276759127775828,0.5598368595043818,2.581506945192814,0.13541539013385773
3.2744539976119995,0.5222697804371516,2.6151606862743697,0.13702354952692986
3.2741023898124695,0.5158908441662788,2.6199613139033318,0.13825026278694472
3.2695276538530984,0.5269397795200348,2.6043911650776863,0.13819661736488342
3.2650570074717202,0.5203413392106692,2.6070639292399087,0.13765174026290575
3.2642831007639566,0.5212357590595881,2.605731892089049,0.1373154086371263
3.2608389655749,0.5195620507001877,2.6039978687961898,0.13727910816669464
3.2600640455881753,0.5177772541840872,2.6059423287709556,0.1363444651166598
3.2594255010286965,0.5217849339048067,2.601928785443306,0.13571179658174515
3.2571589946746826,0.5182210107644399,2.6033595725893974,0.13557834923267365
3.256601889928182,0.5244215031464895,2.596695358554522,0.13548501456777254
3.2552738587061563,0.5243866046269735,2.5956324487924576,0.13525485495726267
3.250843087832133,0.5114170983433723,2.604387586315473,0.13503828644752502
3.2532344261805215,0.5146503622333208,2.6040035585562387,0.13458053643504778
3.250088175137838,0.5134533618887266,2.602575515707334,0.13405929878354073
3.2478692730267844,0.5082019418478012,2.605705181757609,0.13396218419075012
3.24730650583903,0.5112990960478783,2.6017368311683335,0.1342705562710762
3.246272166570028,0.5084043045838674,2.603366106748581,0.13450176765521368
3.2458900610605874,0.5016069834431013,2.609882451593876,0.1344006508588791
3.2452947894732156,0.4907691404223442,2.620598209400972,0.1339274359246095
3.2466511329015098,0.49384336670239765,2.6190371414025626,0.13377061734596887
3.245597004890442,0.4971537838379542,2.614555930097898,0.133887380361557
3.2425748705863953,0.49260319272677106,2.615990740557512,0.13398095841209093
3.2421916127204895,0.49448486665884656,2.613722860813141,0.1339839113255342
3.2402088244756064,0.4913165544470151,2.6148877491553626,0.13400447368621826
3.2397765517234802,0.48939653237660724,2.616743658979734,0.13363638520240784
3.2404746611913047,0.490179347495238,2.6166836073001227,0.13361167162656784
3.239312728246053,0.4895342066884041,2.616192805270354,0.13358569145202637
3.2388469179471335,0.4907013451059659,2.61462781081597,0.13351774960756302
3.23568324247996,0.4890846436222394,2.613208202024301,0.1333903707563877
3.2374661763509116,0.4863699773947398,2.6176671162247658,0.13342896103858948
3.236351946989695,0.48030945907036465,2.6218401044607162,0.1342022940516472
3.2365633646647134,0.47866419206062955,2.623482738931974,0.13441644484798113
3.233441730340322,0.474377083281676,2.624674273033937,0.13439029455184937
3.2348822752634683,0.491727851331234,2.609725035727024,0.13342942173282304
3.235092361768087,0.4964931880434354,2.6058388526240983,0.13276039188106856
3.234650452931722,0.48452628403902054,2.617111215988795,0.13301301002502441
3.2341963251431785,0.4772987614075343,2.623810085157553,0.13308748106161752
3.233455777168274,0.47600170969963074,2.624306932091713,0.13314715524514517
3.2327223221460977,0.48065251111984253,2.6190303986271224,0.13303935527801514
3.233247439066569,0.4636239657799403,2.6360409756501517,0.13358251626292864
3.2330999175707498,0.463164026538531,2.6362432117263475,0.13369272028406462
3.2318516969680786,0.472411647439003,2.6258321702480316,0.133607879281044
3.2309330105781555,0.4671519895394643,2.6305657972892127,0.13321522126595178
3.2299146254857383,0.4690164526303609,2.6278404593467712,0.13305768246452013
3.228695531686147,0.47267990310986835,2.6231542428334556,0.13286139070987701
3.229788064956665,0.4825492228070895,2.6145111049214997,0.13272774467865625
3.2285796999931335,0.4815367062886556,2.614492987593015,0.13254998748501143
3.2292772928873696,0.47549694031476974,2.621335248152415,0.1324450820684433
3.227567454179128,0.47883474578460056,2.6165228858590126,0.13220983743667603
3.2280226151148477,0.4800741821527481,2.6159269412358603,0.13202150166034698
3.227068245410919,0.47522938003142673,2.619794301688671,0.13204459846019745
3.226080576578776,0.45736447473367053,2.636212776104609,0.13250336796045303
3.2267018755277,0.4544067308306694,2.6394684240221977,0.13282673060894012
3.226474642753601,0.4657989665865898,2.6278383856018386,0.13283735513687134
